,Authors,Author(s) ID,Title,Year,Source title,Cited by,DOI,Link,Affiliations,Correspondence Address,Document Type,Source
1893,Chibani A.; Merouani S.; Laidoudi H.; Dehane A.; Bendada L.; Lamiri L.; Mecheri G.; Bougriou C.; Gherraf N.,57195431062; 35275711600; 57192926090; 57222257948; 57194853794; 54906176900; 57953425000; 56367373100; 14035583300,Numerical simulation and analysis of heat transfer and melting rate of nano-enhanced PCM composite embedded in a concentrator photovoltaic system,2023,Journal of Energy Storage,0.0,10.1016/j.est.2023.109247,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174170061&doi=10.1016%2fj.est.2023.109247&partnerID=40&md5=7aa03214a476bd4ba660f77159ce7467,"Research Center in Industrial Technologies CRTI, P.O.Box 64, Algiers, Cheraga, 16014, Algeria; Laboratory of Environmental Process Engineering, Department of Chemical Engineering, Faculty of Process Engineering, University Salah Boubnider Constantine 3, P.O. Box 72, Constantine, 25000, Algeria; Faculty of Mechanical Engineering, USTO-MB, BP 1505, El-Menaouer, Oran, 31000, Algeria; Faculty of Sciences and Applied Sciences, Mechanical Engineering Department, Larbi Ben M'hidi University, Oum El Bouaghi, 04000, Algeria; Faculty of Sciences and Applied Sciences, Department of Process Engineering, Larbi Ben M'hidi University, Oum El Bouaghi, 04000, Algeria; Mechanical Engineering Department, Faculty of Technology, University of Mostefa Ben Boulaid, Batna 2, Batna, 05000, Algeria; Laboratory of Natural Resources and Management of Sensitive Environments, Faculty of SE/SNV, Larbi Ben M'Hidi University, Oum El Bouaghi, Algeria","A. Chibani; Research Center in Industrial Technologies CRTI, Cheraga, P.O.Box 64, Algiers, 16014, Algeria; email: chibaniatef@gmail.com",Article,Scopus
1894,Nawaz M.A.H.; Zulfiqar S.; Abbas M.; Zhou W.; Li Y.; Han W.; He D.D.; Liu N.; Hayat A.; Akhtar M.H.; Yu C.,57191483463; 57573837000; 56779563600; 58629842600; 58284437600; 57822917800; 58236540500; 58654481500; 36717729700; 56489594500; 35486097900,"Copper-pyridine-2,4,6-tricarboxylate metal organic framework nanoparticles based opto-electrochemical sensor for sensitive detection of matrix metalloproteinase‑2",2023,Colloids and Surfaces A: Physicochemical and Engineering Aspects,0.0,10.1016/j.colsurfa.2023.132618,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174441891&doi=10.1016%2fj.colsurfa.2023.132618&partnerID=40&md5=0cde11582b5d81c780312af30f6f7568,"State Key Laboratory of Electroanalytical Chemistry, Changchun Institute of Applied Chemistry, Chinese Academy of Sciences, Changchun, 130022, China; University of Science and Technology of China, Hefei, 230026, China; Interdisciplinary Research Centre in Biomedical Materials (IRCBM), COMSATS University, Islamabad, Lahore Campus, Lahore, 54000, Pakistan; Department of Chemistry, Khalifa University of Science and Technology, P.O. Box, 127788, Abu Dhabi, United Arab Emirates","W. Han; State Key Laboratory of Electroanalytical Chemistry, Changchun Institute of Applied Chemistry, Chinese Academy of Sciences, Changchun, 130022, China; email: wzhan@ciac.ac.cn; C. Yu; State Key Laboratory of Electroanalytical Chemistry, Changchun Institute of Applied Chemistry, Chinese Academy of Sciences, Changchun, 130022, China; email: congyu@ciac.ac.cn",Article,Scopus
1895,Zheng Q.; Zheng L.; Deng J.; Li Y.; Shang C.; Shen Q.,57300266300; 57215618264; 56514437400; 56013151100; 25633243000; 56553234000,Transformer-based hierarchical dynamic decoders for salient object detection,2023,Knowledge-Based Systems,0.0,10.1016/j.knosys.2023.111075,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175426777&doi=10.1016%2fj.knosys.2023.111075&partnerID=40&md5=7c23109c7e41b10cb05911d420c97347,"School of Computer Science, National Engineering Laboratory for Integrated Aero-Space-Ground-Ocean Big Data Application Technology, Shaanxi Provincial Key Laboratory of Speech & Image Information Processing, Northewestern Polytechnical University, Shaanxi, Xi'an, 710129, China; Tsinghua-Fuzhou Institute of Data Technology, Fujian, 350200, China; Department of Computing, Imperial College London, London, SW7 2AZ, United Kingdom; Department of Computer Science, Faculty of Business and Physical Sciences, Aberystwyth University, Aberystwyth, SY23 3DB, United Kingdom","Y. Li; School of Computer Science, National Engineering Laboratory for Integrated Aero-Space-Ground-Ocean Big Data Application Technology, Shaanxi Provincial Key Laboratory of Speech & Image Information Processing, Northewestern Polytechnical University, Xi'an, Shaanxi, 710129, China; email: lybyp@nwpu.edu.cn",Article,Scopus
1896,Cegielski W.; Snitker G.; Barton C.M.; Bernabeu Aubán J.; Cortell-Nicolau A.; Pardo-Gordó S.; Bergin S.; Castillo A.D.,56151113300; 57192401874; 7202585566; 15745107900; 57202197489; 56366351600; 36665719000; 57210862555,A multi-method approach with machine learning to evaluating the distribution and intensity of prehistoric land use in Eastern Iberia,2023,Quaternary International,1.0,10.1016/j.quaint.2023.08.011,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174151209&doi=10.1016%2fj.quaint.2023.08.011&partnerID=40&md5=5479ce4a053b93ad8b4cff25c2532c86,"DiggingDenver, LLC, Computational Social Science Firm, 1615 California St. Suite #410, Denver, 80202, CO, United States; Cultural Resource Sciences, New Mexico Consortium, Los Alamos, NM, United States; School of Human Evolution and Social Change, Arizona State University, Tempe, AZ, United States; McDonald Institute for Archaeological Research, Department of Archaeology, University of Cambridge, Cambridge, United Kingdom; Departamento de Geografía e Historia, Universidad de La Laguna, Tenerife, San Cristóbal de La Laguna, Spain; School of Complex Adaptive Systems, Arizona State University, Tempe, AZ, United States; Departament de Prehistòria, Arqueologia I Història Antiga, Universitat de València, València, Spain","W. Cegielski; DiggingDenver, LLC, Computational Social Science Firm, Denver, 1615 California St. Suite #410, 80202, United States; email: wendy@diggingdenver.net",Article,Scopus
1897,Chen L.; Bao X.; Lopes A.M.; Xu C.; Wu X.; Kong H.; Ge S.; Huang J.,57203068548; 57202360375; 55905624500; 57222004648; 57217683670; 16177705100; 10339543400; 58636466600,State of health estimation of lithium-ion batteries based on equivalent circuit model and data-driven method,2023,Journal of Energy Storage,2.0,10.1016/j.est.2023.109195,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173580247&doi=10.1016%2fj.est.2023.109195&partnerID=40&md5=b7455b61b9c6d27b863043657098cd86,"School of Electrical Engineering and Automation, Hefei University of Technology, Hefei, 230009, China; LAETA/INEGI, Faculty of Engineering, University of Porto, Rua Dr. Roberto Frias, Porto, 4200-465, Portugal; Anhui Electrical Engineering Professional Technique College, Hefei, 230051, China","A.M. Lopes; LAETA/INEGI, Faculty of Engineering, University of Porto, Porto, Rua Dr. Roberto Frias, 4200-465, Portugal; email: aml@fe.up.pt",Article,Scopus
1898,Ma J.; Qu Y.; Yu Z.; Wan S.,55705783700; 57195463128; 56510590400; 8675340000,Climate modulation of external forcing factors on air quality change in Eastern China: Implications for PM2.5 seasonal prediction,2023,Science of the Total Environment,0.0,10.1016/j.scitotenv.2023.166989,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173042419&doi=10.1016%2fj.scitotenv.2023.166989&partnerID=40&md5=e9f26285523ac2a1406368aa7b4b74cf,"Shanghai Typhoon Institute, Shanghai Meteorological Service, Shanghai, 200030, China; Department of Atmospheric and Oceanic Sciences & Institute of Atmospheric Sciences, Fudan University, Shanghai, 200438, China; Shanghai Key Laboratory of Meteorology and Health, Shanghai Meteorological Service, Shanghai, 200030, China; Yangzhou Meteorological Office, Yangzhou, China","Y. Qu; Shanghai Typhoon Institute, Shanghai Meteorological Service, Shanghai, 200030, China; email: qyh611@126.com",Article,Scopus
1899,Sangodiah A.; Yi W.C.; Ayob A.N.B.; Jalil N.B.A.; Subramaniam C.R.S.P.R.; Lirong G.,55431026800; 57797942000; 58620614500; 55795534100; 57225032853; 35194175600,Machine Learning Clustering Analysis Towards Educator’s Readiness to Adopt Augmented Reality as a Teaching Tool,2023,Mendel,0.0,10.13164/mendel.2023.2.147,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172422651&doi=10.13164%2fmendel.2023.2.147&partnerID=40&md5=999f50a1ffb9052ec6b05b5485a385fc,"School of Computing, Faculty of Computing and Engineering, Quest International University, Malaysia; Department of Finance, Faculty of Business and Finance, Universiti Tunku Abdul Rahman, Malaysia; Department of Information Systems, Faculty of Information and Communication Technology, Universiti Tunku Abdul Rahman, Malaysia; Department of Business and Public Administration, Faculty of Business and Finance, Universiti Tunku Abdul Rahman, Malaysia; Department of Teaching Quality Monitoring, University of Sanya, Hainan, China",,Article,Scopus
1900,Paylar B.; Bezabhe Y.H.; Mangu J.C.K.; Thamke V.; Igwaran A.; Modig C.; Jass J.; Olsson P.-E.,57223034428; 58489464100; 55520264900; 56030431600; 57193613910; 6602844731; 7102032881; 56238088800,Assessing organism differences in mixed metal sensitivity,2023,Science of the Total Environment,1.0,10.1016/j.scitotenv.2023.167340,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172120872&doi=10.1016%2fj.scitotenv.2023.167340&partnerID=40&md5=66a38ca34bbd691f8a28fc7c779eb0a6,"The Life Science Center Biology, School of Science and Technology, Örebro University, Örebro, 701 82, Sweden","B. Paylar; The Life Science Center, School of Science and Technology, Örebro University, Örebro, 701 82, Sweden; email: berkay.paylar@oru.se",Article,Scopus
1901,Wang S.; Xu L.; Adhikari K.; He N.,57207089619; 57212028082; 55793192300; 8701261200,Soil carbon sequestration potential of cultivated lands and its controlling factors in China,2023,Science of the Total Environment,0.0,10.1016/j.scitotenv.2023.167292,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172081342&doi=10.1016%2fj.scitotenv.2023.167292&partnerID=40&md5=12ca1d812ab378cb5a385259b367d52b,"Key Laboratory of Ecosystem Network Observation and Modeling, Institute of Geographic Sciences and Natural Resources Research, CAS, Beijing, 100101, China; College of Land and Environment, Shenyang Agricultural University, Liaoning Province, Shenyang, 110866, China; College of Resources and Environment, University of Chinese Academy of Sciences, Beijing, 100049, China; Earth Critical Zone and Flux Research Station of Xing'an Mountains, Chinese Academy of Sciences, Daxing'anling, 165200, China; USDA-ARS, Grassland, Soil and Water Research Laboratory, Temple, 76502, TX, United States","L. Xu; Institute of Geographical Sciences and Natural Resources Research, CAS, Beijing, 11A, Datun Road, Chaoyang District, 100101, China; email: xuli@igsnrr.ac.cn",Article,Scopus
1902,Yang G.; Su C.; Zhang H.; Zhang X.; Liu Y.,57428250700; 57188625070; 57219635426; 57192504228; 56178873000,Tree-level landscape transitions and changes in carbon storage throughout the mine life cycle,2023,Science of the Total Environment,2.0,10.1016/j.scitotenv.2023.166896,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171982322&doi=10.1016%2fj.scitotenv.2023.166896&partnerID=40&md5=3daa180a280351dad547af467c77a2a8,"Institute of loess plateau, Shanxi University, Taiyuan, 030006, China; College of Environment and Resource, Shanxi University, Taiyuan, 030006, China","H. Zhang; Institute of loess plateau, Shanxi University, Taiyuan, 030006, China; email: zhanghong@sxu.edu.cn; Y. Liu; Institute of loess plateau, Shanxi University, Taiyuan, 030006, China; email: liuyong@sxu.edu.cn",Article,Scopus
1903,Zhu S.; Di Nunno F.; Ptak M.; Sojka M.; Granata F.,55235278900; 57205552003; 55411364500; 23098121000; 36801761600,"A novel optimized model based on NARX networks for predicting thermal anomalies in Polish lakes during heatwaves, with special reference to the 2018 heatwave",2023,Science of the Total Environment,2.0,10.1016/j.scitotenv.2023.167121,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171557574&doi=10.1016%2fj.scitotenv.2023.167121&partnerID=40&md5=35853aa3342ae7737278ecc627cdfe8c,"College of Hydraulic Science and Engineering, Yangzhou University, Yangzhou, China; Department of Civil and Mechanical Engineering (DICEM), University of Cassino and Southern Lazio, Via Di Biasio, 43, Frosinone, Cassino, 03043, Italy; Department of Hydrology and Water Management, Adam Mickiewicz University, B. Krygowskiego 10, Poznań, 61-680, Poland; Department of Land Improvement, Environmental Development and Spatial Management, Poznań University of Life Sciences, Piątkowska 94E, Poznań, 60-649, Poland","S. Zhu; College of Hydraulic Science and Engineering, Yangzhou University, Yangzhou, China; email: slzhu@yzu.edu.cn",Article,Scopus
1904,Mu Z.; Asensio D.; Sardans J.; Ogaya R.; Llusià J.; Filella I.; Liu L.; Wang X.; Peñuelas J.,57197811546; 8682881200; 6507514478; 6602210935; 6701382627; 7003671490; 57225130747; 58524073400; 57225354197,Chronic drought alters extractable concentrations of mineral elements in Mediterranean forest soils,2023,Science of the Total Environment,0.0,10.1016/j.scitotenv.2023.167062,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171340963&doi=10.1016%2fj.scitotenv.2023.167062&partnerID=40&md5=649c0df1ffd97585f8d4f18e8c62d992,"CSIC, Global Ecology CREAF-CSIC-UAB, Cerdanyola del Valles, Catalonia, Barcelona, 08193, Spain; CREAF, Cerdanyola del Valles, Catalonia, Barcelona, 08193, Spain; State Key Laboratory of Organic Geochemistry and Guangdong Key Laboratory of Environmental Protection and Resources Utilization, Guangzhou Institute of Geochemistry, Chinese Academy of Sciences, Guangzhou, 510640, China; CAS Center for Excellence in Deep Earth Science, Guangzhou, 510640, China; Faculty of Science and Technology, Free University of Bozen-Bolzano, Bolzano, 39100, Italy; Institute of Ecology, Jiangsu Key Laboratory of Agricultural Meteorology, Nanjing University of Information Science & Technology, Nanjing, 210044, China; College of Resources and Environment, University of Chinese Academy of Sciences, Beijing, 100049, China","D. Asensio; Faculty of Science and Technology, Free University of Bozen-Bolzano, Bolzano, 39100, Italy; email: dolores.asensio1@gmail.com",Article,Scopus
1905,You N.; He X.; Dai H.; Wang X.,24281866700; 57222100748; 26026615400; 55265839400,Ball divergence for the equality test of crossing survival curves,2023,Statistics in Medicine,0.0,10.1002/sim.9914,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172250975&doi=10.1002%2fsim.9914&partnerID=40&md5=6c73c9b4fa8d2ec8ab6aa3e90544866a,"School of Mathematics, Sun Yat-sen University, Guangdong, China; Department of Mathematical Sciences, University of Essex, Colchester, United Kingdom; School of Mathematics, Statistics and Physics, Newcastle University, Newcastle upon Tyne, United Kingdom; School of Management, University of Science and Technology of China, Anhui, China","X. Wang; School of Management, University of Science and Technology of China, Anhui, China; email: wangxq20@ustc.edu.cn",Article,Scopus
1906,Sharma R.K.; Dhillon J.; Kumar P.; Mulvaney M.J.; Reed V.; Bheemanahalli R.; Cox M.S.; Kukal M.S.; Reddy K.N.,57843181100; 57197863788; 57216399518; 36740316400; 57359208700; 57016854000; 7401826881; 57191891881; 7402391238,Climate trends and soybean production since 1970 in Mississippi: Empirical evidence from ARDL model,2023,Science of the Total Environment,2.0,10.1016/j.scitotenv.2023.167046,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171339570&doi=10.1016%2fj.scitotenv.2023.167046&partnerID=40&md5=6a981995e7789c5dd7016e0597079348,"Department of Plant and Soil Sciences, Mississippi State University, MS, United States; School of Humanities, Social Sciences, and Management, Indian Institute of Technology, Odisha, India; Department of Agricultural and Biological Engineering, The Pennsylvania State University, State College, PA, United States; Crop Production Systems Research Unit, USDA-ARS, Stoneville, MS, United States","J. Dhillon; Department of Plant and Soil Sciences, Mississippi State University, United States; email: jagman.dhillon@msstate.edu",Article,Scopus
